update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
15,30720,196.68982453966274,149,0.47058823529411764,0.4991341984846218,0.0,1.0,68.88235294117646,71.05207895533692,6.0,263.0,1.815776139497757,0.47591865062713623,-0.014626346237491816,0.03323976346291602,0.1223428129427977,1.0,0.0,1.0,1.0
16,32768,194.49030782208615,159,0.48484848484848486,0.4997703788627467,0.0,1.0,67.9090909090909,83.98389587200764,3.0,453.0,1.8026215732097626,0.46928559988737106,-0.026324419071897864,0.031102798180654645,0.13182692855067982,1.0,0.0,1.0,1.0
17,34816,190.29520287616884,170,0.5277777777777778,0.4992277987669841,0.0,1.0,69.05555555555556,69.77740180365801,2.0,278.0,1.7597685903310776,0.4746881388127804,-0.016270947933662683,0.036041251849383116,0.12028668884355696,1.0,0.0,1.0,1.0
18,36864,200.45391119945464,180,0.631578947368421,0.48237638894271995,0.0,1.0,74.89473684210526,46.6565217834629,3.0,162.0,1.7665291130542755,0.5045913197100163,-0.003307316728751175,0.01777278003282845,0.08395219623309635,1.0,0.0,1.0,1.0
19,38912,193.02626505242748,191,0.4186046511627907,0.4933303124557308,0.0,1.0,57.18604651162791,61.884459413717664,3.0,266.0,1.7602215111255646,0.5207293815910816,-0.0018438633560435846,0.03647301020100713,0.15143574503742244,1.0,0.0,1.0,1.0
20,40960,200.43336852260745,201,0.42857142857142855,0.49487165930539356,0.0,1.0,52.857142857142854,46.08324322486915,4.0,211.0,1.7623145133256912,0.5253117233514786,0.008930868469178677,0.02669430524110794,0.12892494570884655,1.0,0.0,1.0,1.0
21,43008,192.81567352408075,212,0.4146341463414634,0.492658777481077,0.0,1.0,47.951219512195124,39.44613568480453,3.0,172.0,1.752224937081337,0.5327105522155762,-0.0035854770394507796,0.02945360424928367,0.15944676030573113,1.0,0.0,1.0,1.0
22,45056,190.1662741551749,222,0.4528301886792453,0.4977700361612422,0.0,1.0,48.81132075471698,69.84917892408482,3.0,474.0,1.7626680433750153,0.5203733146190643,-0.0004837615415453911,0.03281069849617779,0.16678260753964574,1.0,0.0,1.0,1.0
23,47104,199.00976232562678,233,0.4716981132075472,0.4991983605782246,0.0,1.0,36.283018867924525,29.580320688229733,2.0,118.0,1.7330282330513,0.5325172245502472,0.000216725718928501,0.03800746542401612,0.2058240725609203,1.0,0.0,1.0,1.0
24,49152,198.24834350592795,243,0.35,0.4769696007084729,0.0,1.0,36.983333333333334,39.36220338796541,2.0,166.0,1.745593637228012,0.5509248897433281,0.01310000428929925,0.031045099487528205,0.13986243328768536,1.0,0.0,1.0,1.0
25,51200,196.08027729203724,253,0.475,0.4993746088859545,0.0,1.0,43.65,34.35443930556865,7.0,186.0,1.7006081640720367,0.5508742034435272,0.023305212380364537,0.03177902055904269,0.14949244822847568,1.0,0.0,1.0,1.0
26,53248,181.35463000418028,265,0.4339622641509434,0.49561983156844136,0.0,1.0,36.62264150943396,38.35102341262894,3.0,195.0,1.747639313340187,0.5811133310198784,0.010814960347488523,0.04210178554058075,0.25581877003793446,1.0,0.0,1.0,1.0
27,55296,194.22898976346642,275,0.4166666666666667,0.4930066485916347,0.0,1.0,41.0,50.78836809086637,2.0,321.0,1.7688619643449783,0.5472826585173607,0.00565566256409511,0.03011732641607523,0.16755366402781063,1.0,0.0,1.0,1.0
28,57344,197.5751523180319,286,0.4074074074074074,0.4913518207933925,0.0,1.0,42.5,57.99960089262429,2.0,313.0,1.7433313876390457,0.5336262583732605,0.002411564622889273,0.029444819083437324,0.14437140504782836,1.0,0.0,1.0,1.0
29,59392,183.4676842173745,297,0.3620689655172414,0.480598616026426,0.0,1.0,39.241379310344826,40.91172597477933,4.0,187.0,1.7047671675682068,0.5343430787324905,-0.011256693047471344,0.03787906561046839,0.16538424682765251,1.0,0.0,1.0,1.0
30,61440,190.5478832841628,308,0.41935483870967744,0.4934535013154308,0.0,1.0,35.75806451612903,26.34919689286684,3.0,109.0,1.665585920214653,0.5607574284076691,-0.01805646371212788,0.03710716520436108,0.20626875757414365,1.0,0.0,1.0,1.0
31,63488,195.25280206952272,318,0.3508771929824561,0.4772445792538752,0.0,1.0,30.105263157894736,24.222422706510038,2.0,101.0,1.6731642484664917,0.5526907444000244,0.028649514191783965,0.044594517443329096,0.22264815228119952,1.0,0.0,1.0,1.0
32,65536,188.62032801566346,329,0.2857142857142857,0.4517539514526256,0.0,1.0,31.22077922077922,28.894174749553756,2.0,147.0,1.7182272225618362,0.542932353913784,0.0001663469010964036,0.05157376453280449,0.24725583599760714,1.0,0.0,1.0,1.0
33,67584,191.79602000802737,340,0.35714285714285715,0.47915742374995496,0.0,1.0,28.607142857142858,21.83516051449766,3.0,105.0,1.7444762289524078,0.5120424069464207,-0.007923793164081872,0.041748193092644215,0.18832207601968431,1.0,0.0,1.0,1.0
34,69632,198.4921275204475,350,0.35714285714285715,0.47915742374995496,0.0,1.0,38.32142857142857,38.270702680686036,4.0,172.0,1.7476509064435959,0.5038307309150696,-0.020476944628171623,0.03808814473450184,0.17554673763575526,1.0,0.0,1.0,1.0
35,71680,194.0085763736499,361,0.3275862068965517,0.4693330203040069,0.0,1.0,38.6551724137931,39.830049184927226,3.0,196.0,1.7174406945705414,0.5520825088024139,-0.015622896433342248,0.04747912473976612,0.2756314230755934,1.0,0.0,1.0,1.0
36,73728,188.04760727409587,372,0.37254901960784315,0.4834834512132531,0.0,1.0,35.294117647058826,32.770320214586725,2.0,138.0,1.7542254477739334,0.5169866755604744,0.007928866922156885,0.027136356569826603,0.15222907201133426,1.0,0.0,1.0,1.0
37,75776,176.87916740221024,383,0.37735849056603776,0.4847257576854766,0.0,1.0,41.264150943396224,33.68452471701476,3.0,138.0,1.717805564403534,0.5307656079530716,0.011037506308639422,0.030805207323282957,0.18173226345053567,1.0,0.0,1.0,1.0
38,77824,128.40867983510944,399,0.4107142857142857,0.49196347549842545,0.0,1.0,37.375,46.72394709506954,2.0,337.0,1.6902474611997604,0.5305477529764175,-0.009782300039660186,0.030662949196994305,0.18052652694277954,1.0,0.0,1.0,1.0
39,79872,110.6917326202412,418,0.32857142857142857,0.46969377779353133,0.0,1.0,30.114285714285714,31.289680113939372,2.0,167.0,1.6551066190004349,0.5676825642585754,-0.010778998577734455,0.031059213215485215,0.19063289438894215,1.0,0.0,1.0,1.0
40,81920,113.64628236828537,436,0.3442622950819672,0.4751271064324406,0.0,1.0,32.01639344262295,28.92187997159079,2.0,168.0,1.671489104628563,0.5137532241642475,-0.014135569683276117,0.05055274022743106,0.24838437315390194,1.0,0.0,1.0,1.0
